Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Segment,Region,Category,Sub_Category,Product_Name,Quantity,Discount,Sales,Profit
ORD-00486,09/10/2023,09/18/2023,Standard,CUST-5506,Corporate,Central,Technology,Accessories,Webcam HD,2,0.0,3578.11,665.73
ORD-00221,2024-07-08,2024-07-18,Standard,CUST-4470,Consumer,South,Furniture,Chairs,Ergonomic Chair,1,0.3,1001.97,-65.23
ORD-00501,2023-05-05,2023-05-06,Same Day,CUST-8491,Home Office,South,Technology,Accessories,Laptop Stand,4,0.4,3716.67,-1771.34
ORD-00768,2023-11-23,2023-12-01,Standard,CUST-9317,Corporate,Central,Technology,Computers,HP Spectre,3,0.0,2571.57,566.57
ORD-00275,2024-01-20,2024-01-23,Express,CUST-1520,Consumer,Central,Technology,Computers,MacBook Pro,2,0.0,2530.23,294.06
ORD-00933,2024-08-29,2024-09-08,Standard,CUST-8062,Corporate,East,Office Supplies,Paper,Copy Paper,2,0.0,43.88,17.75
ORD-00755,2023-03-27,,Same Day,CUST-3286,Corporate,Central,Office Supplies,Binders,Folder Set,2,0.0,87.59,27.28
ORD-00832,2024-06-15,2024-06-25,Standard,CUST-7054,Corporate,East,Furniture,Storage,Shelving Unit,1,0.0,448.52,77.94
ORD-00424,2024-02-28,2024-03-06,Standard,CUST-2584,Corporate,Central,Technology,Accessories,Webcam HD,1,0.0,1293.13,183.94
ORD-01326,2023-05-24,2023-05-27,Express,CUST-1821,Home Office,Central,Technology,Phones,OnePlus Nord,1,0.1,1091.53,-39.5
ORD-00988,2023-09-24,2023-10-04,Standard,CUST-4598,Consumer,West,Office Supplies,Binders,Report Cover,2,0.1,143.64,38.62
ORD-01171,2024-02-02,2024-02-12,Standard,CUST-2584,Corporate,West,Technology,Phones,Samsung Galaxy,1,0.0,1617.55,285.47
ORD-00926,2023-11-17,2023-11-17,Same Day,CUST-3045,Consumer,West,Furniture,Storage,Shelving Unit,2,0.2,1747.86,-177.95
ORD-01211,2023-03-09,2023-03-15,Standard,CUST-4981,Corporate,South,Furniture,Storage,Shelving Unit,1,0.2,632.7,-38.0
ORD-00030,2024-05-15,2024-05-21,Standard,CUST-9797,Corporate,Central,Technology,Accessories,Webcam HD,2,0.15,2226.17,-247.2
ORD-01177,2023-09-15,2023-09-18,Express,CUST-5315,Home Office,South,Furniture,Tables,Conference Table,1,0.4,559.32,-65.77
ORD-01114,2024-03-12,2024-03-19,Standard,CUST-4483,Consumer,Central,Office Supplies,Binders,Report Cover,2,0.25,83.1,-2.05
ORD-01497,2024-10-21,2024-10-30,Standard,CUST-2528,Corporate,West,Furniture,Tables,Conference Table,3,0.0,4138.83,358.77
ORD-00066,2024-03-30,2024-04-05,Standard,CUST-4899,Consumer,South,Office Supplies,Binders,Report Cover,2,0.2,23.1,4.52
ORD-00916,2023-01-22,2023-01-24,Express,CUST-7924,Home Office,Central,Office Supplies,Art Supplies,Markers Set,1,0.15,31.16,2.73
ORD-00406,2023-07-09,2023-07-18,Standard,CUST-4582,Corporate,Central,Technology,Phones,Samsung Galaxy,2,0.1,2215.67,-34.04
ORD-00983,02/01/2023,02/09/2023,Standard,CUST-7396,Home Office,West,Technology,Computers,MacBook Pro,2,0.0,2766.32,350.03
ORD-00124,2023-07-14,2023-07-17,Express,CUST-1887,Home Office,South,Technology,Computers,HP Spectre,4,0.2,3072.93,-573.08
ORD-01168,2023-03-30,2023-04-09,Standard,CUST-6930,Home Office,East,Technology,Phones,Samsung Galaxy,2,0.1,2406.12,52.17
ORD-00923,2024-02-11,2024-02-14,Express,CUST-7201,Consumer,West,Technology,Accessories,Wireless Mouse,2,0.0,2296.3,508.52
ORD-01388,2023-08-08,2023-08-12,Express,CUST-4733,Consumer,Central,Furniture,Chairs,Executive Chair,2,0.1,503.07,-98.46
ORD-00125,2024-08-20,2024-08-25,Standard,CUST-4657,Consumer,West,Furniture,Chairs,Ergonomic Chair,3,0.1,2528.62,-325.09
ORD-00567,2024-08-20,2024-08-20,Same Day,CUST-1750,Corporate,West,Office Supplies,Binders,Report Cover,2,0.0,118.45,53.73
ORD-00483,2024-03-22,2024-03-31,Standard,CUST-1319,Consumer,West,Office Supplies,Binders,3-Ring Binder,1,0.15,35.53,7.16
ORD-00918,2023-02-06,2023-02-10,Express,CUST-5808,Home Office,East,Office Supplies,Paper,  Copy Paper  ,2,0.0,85.61,30.84
ORD-01274,2024-03-01,2024-03-07,Standard,CUST-5272,Home Office,Central,Technology,Phones,Samsung Galaxy,3,0.15,953.88,7.22
ORD-00479,2024-04-20,2024-04-24,Express,CUST-3536,Corporate,East,Furniture,Storage,Filing Cabinet,1,0.0,174.3,28.05
ORD-00491,2024-06-11,2024-06-12,Same Day,CUST-5040,Home Office,South,Furniture,Storage,Bookcase,1,0.2,204.28,-23.17
ORD-01474,2023-10-09,2023-10-10,Same Day,CUST-9320,Consumer,East,Office Supplies,Binders,Clipboard,1,0.2,66.87,13.27
ORD-01417,2023-07-01,2023-07-11,Standard,CUST-7227,Corporate,South,Technology,Computers,Dell XPS,2,0.1,2515.17,16.62
ORD-00671,2023-06-21,2023-06-30,Standard,CUST-3144,Corporate,East,Technology,Accessories,USB-C Hub,2,0.0,1375.85,180.33
ORD-00941,2023-06-27,2023-07-07,Standard,CUST-5386,Home Office,Central,Office Supplies,Binders,Clipboard,1,0.0,81.71,39.13
ORD-00899,2023-02-16,2023-02-23,Standard,CUST-5861,Home Office,South,Furniture,Tables,Conference Table,2,0.3,1924.92,-204.87
ORD-00045,2023-10-01,2023-10-08,Standard,CUST-5315,Home Office,West,Furniture,Chairs,Ergonomic Chair,1,0.25,808.16,-220.45
ORD-00060,2023-06-29,2023-07-08,Standard,CUST-1958,Corporate,South,Furniture,Storage,Shelving Unit,2,0.1,1101.96,-175.06
ORD-01030,12/03/2023,12/06/2023,Express,CUST-3677,Corporate,Central,Office Supplies,Art Supplies,Highlighters,2,0.2,87.03,13.23
ORD-01212,2024-10-08,2024-10-12,Express,CUST-9317,Consumer,East,Furniture,Storage,Storage Bin,3,0.1,2847.8,-370.95
ORD-00024,2023-06-21,2023-06-25,Express,CUST-4295,Home Office,Central,Office Supplies,Binders,Folder Set,1,0.0,78.89,32.8
ORD-01134,2024-02-27,2024-03-03,Standard,CUST-2084,Home Office,West,Furniture,Tables,Conference Table,2,0.1,1553.68,-156.93
ORD-00775,2024-03-09,2024-03-12,Express,CUST-8579,Consumer,Central,Technology,Phones,OnePlus Nord,4,0.1,6003.22,338.6
ORD-01067,2024-02-16,2024-02-23,Standard,CUST-1520,Home Office,South,Technology,Phones,Google Pixel,1,0.3,899.05,-244.02
ORD-01220,08/19/2024,08/24/2024,Standard,CUST-1821,Consumer,Central,Furniture,Chairs,Executive Chair,1,0.0,1250.0,59.65
ORD-00773,2023-01-13,2023-01-21,Standard,CUST-3705,Corporate,East,Technology,Phones,iPhone Pro,3,0.15,1034.61,-20.92
ORD-00434,2023-10-05,2023-10-15,Standard,CUST-7484,Corporate,South,Furniture,Storage,Storage Bin,1,0.1,813.34,18.76
ORD-00345,2023-09-22,2023-10-02,Standard,CUST-6413,Home Office,Central,Technology,Computers,MacBook Pro,3,0.15,1223.35,-77.24
ORD-01079,2024-02-04,2024-02-07,Express,CUST-3646,Corporate,South,Office Supplies,Binders,Report Cover,1,0.2,34.55,4.3
ORD-01454,2023-04-18,2023-04-26,Standard,CUST-7484,Home Office,Central,Office Supplies,Paper,Sticky Notes,1,0.15,24.74,6.12
ORD-00116,01/05/2024,01/12/2024,Standard,CUST-1993,Home Office,West,Technology,Computers,MacBook Pro,1,0.2,1573.5,-299.18
ORD-01092,2023-08-02,2023-08-03,Same Day,CUST-4770,Corporate,South,Furniture,Chairs,Guest Chair,2,0.4,893.78,-92.64
ORD-00472,2023-03-15,2023-03-21,Standard,CUST-5010,Consumer,West,Office Supplies,Art Supplies,Colored Pencils,4,0.1,24.52,4.87
ORD-00290,2024-11-03,2024-11-11,Standard,CUST-9727,Home Office,East,Office Supplies,Art Supplies,Pens Pack,1,0.0,77.14,35.95
ORD-00707,2023-10-26,2023-10-29,Express,CUST-6573,Home Office,East,Office Supplies,Paper,Sticky Notes,1,0.15,69.67,17.04
ORD-00621,12/09/2024,12/14/2024,Standard,CUST-1936,Corporate,Central,Office Supplies,Binders,3-Ring Binder,1,0.0,5.41,2.22
ORD-00429,2023-03-30,2023-04-05,Standard,CUST-8749,Consumer,West,Technology,Computers,Lenovo ThinkPad,1,0.1,1500.7,-35.64
ORD-00995,2023-09-08,2023-09-18,Standard,CUST-9830,Consumer,East,Technology,Computers,Dell XPS,4,0.0,7503.4,1557.76
ORD-00794,05/26/2024,05/28/2024,Express,CUST-3803,Home Office,Central,Technology,Computers,Dell XPS,1,0.15,1159.56,26.94
ORD-00722,2024-07-02,2024-07-12,Standard,CUST-2113,Home Office,Central,Office Supplies,Binders,Report Cover,2,0.0,199.12,74.56
ORD-01291,2023-09-06,2023-09-10,Express,CUST-9317,Consumer,East,Furniture,Chairs,Executive Chair,3,0.1,3000.1,-521.95
ORD-00260,2023-10-19,2023-10-24,Standard,CUST-2040,Corporate,East,Furniture,Storage,Bookcase,5,0.2,3604.65,-678.23
ORD-00079,2023-04-04,2023-04-06,Express,CUST-3170,Home Office,West,Technology,Accessories,Wireless Mouse,1,0.0,934.61,138.94
ORD-01224,06/01/2023,06/09/2023,Standard,CUST-5315,Home Office,East,Technology,Phones,iPhone Pro,1,0.0,1459.4,215.98
ORD-00632,2023-03-29,2023-03-29,Same Day,CUST-3724,Consumer,West,Office Supplies,Binders,  3-Ring Binder  ,2,0.15,152.25,13.31
ORD-00440,2024-05-08,2024-05-15,Standard,CUST-2163,Home Office,East,Office Supplies,Paper,Cardstock,2,0.25,106.4,4.09
ORD-00016,2024-07-15,2024-07-21,Standard,CUST-1651,Corporate,Central,Office Supplies,Art Supplies,Pens Pack,1,0.0,50.09,21.42
ORD-00498,2023-11-10,2023-11-17,Standard,CUST-2290,Corporate,East,Furniture,Storage,Filing Cabinet,1,0.15,527.56,-125.51
ORD-00352,2024-01-10,2024-01-18,Standard,CUST-8019,Home Office,East,Furniture,Storage,Storage Bin,1,0.2,864.8,-242.22
ORD-00856,2024-01-12,2024-01-15,Express,CUST-2290,Corporate,West,Office Supplies,Paper,Sticky Notes,2,0.15,137.68,14.41
ORD-00204,2023-01-02,2023-01-07,Standard,CUST-4432,Corporate,East,Office Supplies,Paper,Copy Paper,2,0.0,52.98,23.26
ORD-00304,2024-05-17,2024-05-21,Express,CUST-2584,Home Office,West,Office Supplies,Art Supplies,Highlighters,1,0.0,79.48,26.77
ORD-00694,2024-01-20,2024-01-23,Express,CUST-2163,Corporate,South,Technology,Accessories,Wireless Mouse,1,0.2,778.24,-112.36
ORD-00527,2024-10-21,2024-10-22,Same Day,CUST-1960,Consumer,West,Office Supplies,Art Supplies,Highlighters,2,0.1,112.14,23.08
ORD-01174,2023-09-05,2023-09-12,Standard,CUST-4752,Home Office,West,Office Supplies,Art Supplies,Colored Pencils,2,0.1,21.83,5.73
ORD-01500,2023-03-16,2023-03-24,Standard,CUST-3504,Consumer,West,Office Supplies,Binders,3-Ring Binder,1,0.0,17.35,6.8
ORD-01005,2023-01-06,2023-01-09,Express,CUST-6947,Consumer,East,Office Supplies,Binders,Clipboard,2,0.0,87.67,34.31
ORD-00487,2024-05-31,2024-06-09,Standard,CUST-7201,Home Office,West,Technology,Phones,OnePlus Nord,2,0.0,3257.89,567.83
ORD-00811,2024-06-14,2024-06-20,Standard,CUST-7201,Home Office,East,Office Supplies,Paper,Copy Paper,4,0.0,158.66,51.99
ORD-00276,2024-03-30,2024-04-08,Standard,CUST-5563,Home Office,East,Office Supplies,Paper,Sticky Notes,1,0.1,64.51,9.8
ORD-00590,2024-12-24,2025-01-01,Standard,CUST-4814,Home Office,Central,Office Supplies,Art Supplies,Markers Set,3,0.25,217.02,17.65
ORD-00931,2024-12-11,2024-12-19,Standard,CUST-9808,Consumer,West,Office Supplies,Paper,  Cardstock  ,2,0.0,21.61,8.0
ORD-00887,2023-05-31,2023-06-04,Express,CUST-3584,Corporate,East,Technology,Accessories,USB-C Hub,1,0.1,245.85,19.44
ORD-01435,2024-08-07,2024-08-14,Standard,CUST-5092,Consumer,Central,Furniture,Storage,Bookcase,1,0.1,1305.59,-62.47
ORD-00241,2024-12-26,2024-12-30,Express,CUST-7126,Consumer,South,Furniture,Chairs,Executive Chair,1,0.1,652.75,-119.49
ORD-00514,2023-04-09,2023-04-16,Standard,CUST-1117,Consumer,South,Office Supplies,Art Supplies,Highlighters,2,0.1,11.21,2.77
ORD-00650,2023-11-21,2023-11-26,Standard,CUST-1931,Home Office,East,Furniture,Tables,Folding Table,2,0.0,854.61,-25.12
ORD-00317,2023-07-18,2023-07-26,Standard,CUST-7537,Corporate,West,Furniture,Storage,Bookcase,2,0.0,2046.38,187.68
ORD-00968,02/11/2023,02/18/2023,Standard,CUST-4853,Home Office,East,Office Supplies,Paper,Sticky Notes,3,0.15,160.37,15.27
ORD-00325,2024-01-21,2024-01-24,Express,CUST-5371,Home Office,Central,Office Supplies,Art Supplies,Colored Pencils,1,0.0,90.33,44.67
ORD-00368,2023-10-16,2023-10-26,Standard,CUST-5563,Corporate,West,Technology,Phones,iPhone Pro,1,0.0,66.0,8.75
ORD-00044,2024-02-18,2024-02-20,Express,CUST-3579,Home Office,Central,Furniture,Tables,Conference Table,2,0.0,1719.26,69.54
ORD-01344,2024-05-21,2024-05-24,Express,CUST-5386,Consumer,West,Office Supplies,Paper,Sticky Notes,2,0.2,30.79,3.11
ORD-00417,08/25/2024,08/28/2024,Express,CUST-2200,Consumer,West,Furniture,Chairs,Ergonomic Chair,2,0.0,422.33,36.67
ORD-01453,2024-08-23,2024-08-29,Standard,CUST-1958,Home Office,South,Office Supplies,Art Supplies,Pens Pack,2,0.1,139.7,48.48
ORD-00423,2024-05-19,2024-05-23,Express,CUST-6820,Home Office,East,Office Supplies,Art Supplies,Pens Pack,1,0.0,32.6,12.81
ORD-00102,2023-04-24,2023-04-26,Express,CUST-8428,Corporate,West,Office Supplies,Art Supplies,Pens Pack,2,0.15,16.21,2.7
ORD-00108,2024-02-14,2024-02-17,Express,CUST-6310,Consumer,West,Technology,Computers,Lenovo ThinkPad,2,0.0,828.59,181.95
ORD-00797,06/19/2024,06/20/2024,Same Day,CUST-3144,Corporate,East,Furniture,Storage,Shelving Unit,2,0.0,692.28,68.34
ORD-01056,2024-11-14,2024-11-14,Same Day,CUST-5119,Consumer,West,Technology,Phones,Samsung Galaxy,5,0.0,8374.17,1121.09
ORD-00830,2024-11-08,2024-11-15,Standard,CUST-9320,Corporate,East,Furniture,Chairs,Stacking Chair,1,0.1,1257.93,-204.22
ORD-00383,2024-08-06,2024-08-08,Express,CUST-7209,Home Office,Central,Office Supplies,Art Supplies,Colored Pencils,3,0.15,147.96,28.16
ORD-00323,2024-05-10,2024-05-10,Same Day,CUST-2040,Home Office,East,Technology,Accessories,USB-C Hub,1,0.0,1000.9,106.52
ORD-00615,2024-05-19,2024-05-28,Standard,CUST-9883,Consumer,West,Office Supplies,Art Supplies,Colored Pencils,1,0.1,14.34,3.32
ORD-01253,2024-09-23,2024-09-25,Express,CUST-9348,Home Office,Central,Furniture,Tables,Computer Desk,2,0.0,914.0,-19.51
ORD-00705,04/20/2023,04/29/2023,Standard,CUST-3697,Consumer,South,Office Supplies,Art Supplies,Colored Pencils,3,0.1,94.54,18.32
ORD-00129,2023-06-16,2023-06-25,Standard,CUST-9288,Corporate,Central,Furniture,Storage,Storage Bin,1,0.15,441.09,-62.6
ORD-01237,2023-03-20,2023-03-20,Same Day,CUST-1319,Consumer,South,Office Supplies,Art Supplies,Markers Set,1,0.3,3.72,0.03
ORD-00911,2023-11-04,2023-11-07,Express,CUST-3103,Consumer,Central,Office Supplies,Art Supplies,Colored Pencils,2,0.1,92.83,24.01
ORD-01465,2023-10-29,2023-11-06,Standard,CUST-9935,Home Office,West,Furniture,Tables,Computer Desk,2,0.0,1788.91,181.99
ORD-01340,2024-07-13,2024-07-15,Express,CUST-5808,Home Office,East,Furniture,Storage,Storage Bin,4,0.15,4712.47,-175.07
ORD-00711,2024-01-06,2024-01-10,Express,CUST-3340,Consumer,East,Technology,Accessories,Wireless Mouse,4,0.0,6326.89,1565.3
ORD-01294,2024-06-09,2024-06-18,Standard,CUST-2638,Home Office,WEST,Furniture,Tables,Round Table,3,0.15,3532.44,-646.11
ORD-00366,06/13/2024,06/17/2024,Express,CUST-8350,Consumer,South,Technology,Computers,Dell XPS,1,0.3,969.53,-221.71
ORD-01485,2024-07-14,2024-07-20,Standard,CUST-8787,Corporate,West,Office Supplies,Art Supplies,Colored Pencils,4,0.15,90.6,18.22
ORD-00033,2023-04-13,2023-04-16,Express,CUST-5552,Home Office,East,Office Supplies,Art Supplies,Highlighters,1,0.1,19.84,4.06
ORD-01473,2024-08-14,2024-08-21,Standard,CUST-7596,Consumer,West,Office Supplies,Paper,Copy Paper,2,0.2,8.01,0.08
ORD-01287,2024-09-24,2024-09-29,Standard,CUST-3803,Consumer,Central,Furniture,Storage,Shelving Unit,5,0.2,4760.24,-1040.32
ORD-00375,2023-11-21,2023-11-22,Same Day,CUST-8573,Corporate,South,Technology,Computers,Dell XPS,1,0.3,633.85,-187.79
ORD-01006,2024-11-08,2024-11-11,Express,CUST-3504,Consumer,South,Office Supplies,Paper,Cardstock,2,0.1,13.05,3.41
ORD-01138,2023-08-06,2023-08-11,Standard,CUST-6155,Consumer,South,Office Supplies,Paper,Sticky Notes,1,0.2,60.56,6.19
ORD-00359,2024-02-28,2024-03-04,Standard,CUST-7252,Consumer,East,Office Supplies,Art Supplies,Pens Pack,1,0.15,23.2,5.22
ORD-01111,2023-11-25,2023-11-27,Express,CUST-8962,Home Office,West,Office Supplies,Paper,Sticky Notes,5,0.1,106.85,20.0
